chr19	3000000	3000040	-5.40
chr19	3000010	3000050	-6.90
chr19	3000020	3000060	-8.00
chr19	3000030	3000070	-5.20
chr19	3000040	3000080	-10.40
chr19	3000050	3000090	-7.80
chr19	3000060	3000100	-1.10
chr19	3033680	3033720	-7.60
chr19	3033690	3033730	-5.20
chr19	3033700	3033740	-7.20
chr19	3033710	3033750	-3.20
chr19	3033720	3033760	-7.80
chr19	3033730	3033770	-5.10
chr19	3033740	3033780	-5.10
chr19	3033750	3033790	-8.80
chr19	3034040	3034080	-5.20
chr19	3034050	3034090	-5.10
chr19	3034060	3034100	-4.70
chr19	3034070	3034110	-2.20
chr19	3034080	3034120	0.00
chr19	3034090	3034130	-2.90
chr19	3034100	3034140	-2.90
chr19	3034380	3034420	-2.20
chr19	3034390	3034430	-7.00
chr19	3034400	3034440	-7.60
chr19	3034410	3034450	-5.80
chr19	3034420	3034460	-6.00
chr19	3034430	3034470	-5.70
chr19	3083100	3083140	-1.80
chr19	3083110	3083150	-3.30
chr19	3083120	3083160	-3.80
chr19	3083130	3083170	-9.10
chr19	3083140	3083180	-5.50
chr19	3083150	3083190	-2.80
chr19	3083460	3083500	-11.20
chr19	3083470	3083510	-17.70
chr19	3083480	3083520	-13.60
chr19	3083490	3083530	-8.90
chr19	3083500	3083540	-14.00
chr19	3083510	3083550	-7.10
chr19	3083520	3083560	-3.60
chr19	3083530	3083570	-4.40
chr19	3083540	3083580	-7.90
chr19	3083550	3083590	-5.00
chr19	3083560	3083600	-2.50
chr19	3083570	3083610	0.00
chr19	3083580	3083620	-0.60
chr19	3083590	3083630	-6.10
chr19	3083600	3083640	-6.70
chr19	3083610	3083650	-6.50
chr19	3083620	3083660	-5.90
chr19	3083630	3083670	-8.80
chr19	3083640	3083680	-10.20
chr19	3083650	3083690	-13.00
chr19	3083660	3083700	-14.50
chr19	3083670	3083710	-4.60
chr19	3083680	3083720	-7.20
chr19	3083690	3083730	-11.80
chr19	3083700	3083740	-5.30
chr19	3083710	3083750	-9.80
chr19	3083720	3083760	-19.30
chr19	3083730	3083770	-14.00
chr19	3083740	3083780	-12.80
chr19	3083750	3083790	-20.00
chr19	3083760	3083800	-12.30
chr19	3083840	3083880	-3.90
chr19	3083850	3083890	-1.80
chr19	3083860	3083900	-6.50
chr19	3083870	3083910	-6.80
chr19	3083880	3083920	-6.30
chr19	3083890	3083930	-4.60
chr19	3083900	3083940	-3.20
chr19	3083910	3083950	-2.60
chr19	3084030	3084070	-0.50
chr19	3084040	3084080	-2.40
chr19	3084050	3084090	-4.50
chr19	3084060	3084100	-4.50
chr19	3084070	3084110	-4.90
chr19	3084080	3084120	-4.90
chr19	3084090	3084130	-1.10
chr19	3084100	3084140	-10.10
chr19	3084110	3084150	-12.70
chr19	3084120	3084160	-9.10
chr19	3084130	3084170	-13.40
chr19	3084140	3084180	-11.40
chr19	3084150	3084190	-9.30
chr19	3084160	3084200	-8.70
chr19	3084170	3084210	-6.30
chr19	3084180	3084220	-4.10
chr19	3084190	3084230	-6.30
chr19	3084200	3084240	-6.20
chr19	3084210	3084250	-10.30
chr19	3084220	3084260	-8.80
chr19	3084230	3084270	-5.90
chr19	3084240	3084280	-2.60
chr19	3084250	3084290	-1.80
chr19	3084260	3084300	-8.60
chr19	3084270	3084310	-9.70
chr19	3084280	3084320	-9.90
chr19	3084290	3084330	-8.20
chr19	3084300	3084340	-8.60
chr19	3084310	3084350	-5.20
chr19	3084320	3084360	-0.90
chr19	3084330	3084370	-1.30
chr19	3084340	3084380	-1.80
chr19	3084350	3084390	-0.80
chr19	3084360	3084400	-4.00
chr19	3084370	3084410	-7.90
chr19	3084380	3084420	-8.10
chr19	3084390	3084430	-10.80
chr19	3084400	3084440	-10.50
chr19	3084410	3084450	-7.60
chr19	3084420	3084460	-0.40
chr19	3084430	3084470	-4.80
chr19	3084440	3084480	-10.10
chr19	3084450	3084490	-10.50
chr19	3084460	3084500	-8.50
chr19	3084470	3084510	-5.30
chr19	3084480	3084520	-6.30
chr19	3084490	3084530	-5.80
chr19	3084500	3084540	-13.80
chr19	3084510	3084550	-12.70
chr19	3084520	3084560	-12.70
chr19	3084530	3084570	-12.20
chr19	3084540	3084580	-8.40
chr19	3084550	3084590	-9.70
chr19	3084560	3084600	-11.10
chr19	3084570	3084610	-10.10
chr19	3084580	3084620	-14.70
chr19	3084590	3084630	-9.70
chr19	3084600	3084640	-11.00
chr19	3084610	3084650	-3.80
chr19	3084620	3084660	-4.30
chr19	3084630	3084670	-3.80
chr19	3084640	3084680	-1.30
chr19	3084650	3084690	0.00
chr19	3084660	3084700	-1.00
chr19	3084670	3084710	0.00
chr19	3084680	3084720	0.00
chr19	3084690	3084730	0.00
chr19	3084700	3084740	0.00
chr19	3084710	3084750	-5.30
chr19	3084720	3084760	-2.00
chr19	3084730	3084770	-2.70
chr19	3084740	3084780	-10.30
chr19	3084750	3084790	-4.60
chr19	3084760	3084800	-2.60
chr19	3084770	3084810	-1.10
chr19	3084780	3084820	0.00
chr19	3084790	3084830	0.00
chr19	3084800	3084840	0.00
chr19	3084810	3084850	0.00
chr19	3084820	3084860	0.00
chr19	3084830	3084870	-2.60
chr19	3084840	3084880	-2.60
chr19	3084850	3084890	-8.20
chr19	3084860	3084900	-4.50
chr19	3084960	3085000	-4.10
chr19	3084970	3085010	-7.40
chr19	3084980	3085020	-5.90
chr19	3084990	3085030	-0.80
chr19	3085000	3085040	0.00
chr19	3085010	3085050	-2.70
chr19	3085020	3085060	-2.70
chr19	3085030	3085070	-2.00
chr19	3085040	3085080	-7.90
chr19	3085050	3085090	0.00
chr19	3085060	3085100	-2.20
chr19	3085070	3085110	-4.00
chr19	3085080	3085120	-2.20
chr19	3085090	3085130	-1.70
chr19	3085380	3085420	-6.30
chr19	3085390	3085430	-2.80
chr19	3085400	3085440	-2.70
chr19	3085410	3085450	-6.40
chr19	3085420	3085460	-2.10
chr19	3085430	3085470	-2.30
chr19	3085490	3085530	-11.40
chr19	3085500	3085540	-9.10
chr19	3085510	3085550	-8.20
chr19	3085520	3085560	-8.90
chr19	3085530	3085570	-5.80
chr19	3085540	3085580	-5.80
chr19	3085720	3085760	-3.80
chr19	3085730	3085770	-3.80
chr19	3085740	3085780	-2.70
chr19	3085750	3085790	-2.00
chr19	3085760	3085800	-5.50
chr19	3085770	3085810	-5.50
chr19	3085780	3085820	-2.60
chr19	3085790	3085830	-4.70
chr19	3085800	3085840	-10.80
chr19	3085810	3085850	-9.80
chr19	3085970	3086010	-5.90
chr19	3085980	3086020	-4.40
chr19	3085990	3086030	-5.40
chr19	3086000	3086040	-6.20
chr19	3086010	3086050	-3.40
chr19	3086020	3086060	-3.70
chr19	3086030	3086070	-4.30
chr19	3086040	3086080	-2.10
chr19	3086050	3086090	-3.50
chr19	3086060	3086100	-2.80
chr19	3086070	3086110	-3.50
chr19	3086080	3086120	-3.60
chr19	3086090	3086130	-5.20
chr19	3086100	3086140	-3.20
chr19	3086110	3086150	-6.30
chr19	3086120	3086160	-6.30
chr19	3086130	3086170	-2.70
chr19	3086350	3086390	-4.60
chr19	3086360	3086400	-3.30
chr19	3086370	3086410	-3.00
chr19	3086380	3086420	-3.00
chr19	3086390	3086430	-2.60
chr19	3086400	3086440	-8.40
