chr19	3000000	3000040	0.425
chr19	3000010	3000050	0.45
chr19	3000020	3000060	0.425
chr19	3000030	3000070	0.375
chr19	3000040	3000080	0.425
chr19	3000050	3000090	0.425
chr19	3000060	3000100	0.375
chr19	3033680	3033720	0.45
chr19	3033690	3033730	0.45
chr19	3033700	3033740	0.5
chr19	3033710	3033750	0.475
chr19	3033720	3033760	0.525
chr19	3033730	3033770	0.6
chr19	3033740	3033780	0.55
chr19	3033750	3033790	0.625
chr19	3034040	3034080	0.5
chr19	3034050	3034090	0.5
chr19	3034060	3034100	0.425
chr19	3034070	3034110	0.425
chr19	3034080	3034120	0.4
chr19	3034090	3034130	0.375
chr19	3034100	3034140	0.35
chr19	3034380	3034420	0.375
chr19	3034390	3034430	0.325
chr19	3034400	3034440	0.325
chr19	3034410	3034450	0.35
chr19	3034420	3034460	0.375
chr19	3034430	3034470	0.4
chr19	3083100	3083140	0.475
chr19	3083110	3083150	0.375
chr19	3083120	3083160	0.325
chr19	3083130	3083170	0.325
chr19	3083140	3083180	0.425
chr19	3083150	3083190	0.425
chr19	3083460	3083500	0.55
chr19	3083470	3083510	0.525
chr19	3083480	3083520	0.6
chr19	3083490	3083530	0.6
chr19	3083500	3083540	0.625
chr19	3083510	3083550	0.65
chr19	3083520	3083560	0.575
chr19	3083530	3083570	0.55
chr19	3083540	3083580	0.55
chr19	3083550	3083590	0.425
chr19	3083560	3083600	0.35
chr19	3083570	3083610	0.325
chr19	3083580	3083620	0.325
chr19	3083590	3083630	0.375
chr19	3083600	3083640	0.475
chr19	3083610	3083650	0.475
chr19	3083620	3083660	0.475
chr19	3083630	3083670	0.6
chr19	3083640	3083680	0.6
chr19	3083650	3083690	0.65
chr19	3083660	3083700	0.6
chr19	3083670	3083710	0.475
chr19	3083680	3083720	0.475
chr19	3083690	3083730	0.5
chr19	3083700	3083740	0.55
chr19	3083710	3083750	0.625
chr19	3083720	3083760	0.65
chr19	3083730	3083770	0.625
chr19	3083740	3083780	0.675
chr19	3083750	3083790	0.7
chr19	3083760	3083800	0.675
chr19	3083840	3083880	0.5
chr19	3083850	3083890	0.45
chr19	3083860	3083900	0.5
chr19	3083870	3083910	0.475
chr19	3083880	3083920	0.425
chr19	3083890	3083930	0.4
chr19	3083900	3083940	0.375
chr19	3083910	3083950	0.375
chr19	3084030	3084070	0.375
chr19	3084040	3084080	0.425
chr19	3084050	3084090	0.45
chr19	3084060	3084100	0.475
chr19	3084070	3084110	0.5
chr19	3084080	3084120	0.6
chr19	3084090	3084130	0.575
chr19	3084100	3084140	0.65
chr19	3084110	3084150	0.7
chr19	3084120	3084160	0.65
chr19	3084130	3084170	0.7
chr19	3084140	3084180	0.675
chr19	3084150	3084190	0.6
chr19	3084160	3084200	0.55
chr19	3084170	3084210	0.475
chr19	3084180	3084220	0.425
chr19	3084190	3084230	0.475
chr19	3084200	3084240	0.475
chr19	3084210	3084250	0.55
chr19	3084220	3084260	0.6
chr19	3084230	3084270	0.5
chr19	3084240	3084280	0.5
chr19	3084250	3084290	0.475
chr19	3084260	3084300	0.45
chr19	3084270	3084310	0.525
chr19	3084280	3084320	0.575
chr19	3084290	3084330	0.525
chr19	3084300	3084340	0.55
chr19	3084310	3084350	0.55
chr19	3084320	3084360	0.55
chr19	3084330	3084370	0.525
chr19	3084340	3084380	0.45
chr19	3084350	3084390	0.35
chr19	3084360	3084400	0.325
chr19	3084370	3084410	0.425
chr19	3084380	3084420	0.475
chr19	3084390	3084430	0.6
chr19	3084400	3084440	0.6
chr19	3084410	3084450	0.525
chr19	3084420	3084460	0.525
chr19	3084430	3084470	0.5
chr19	3084440	3084480	0.525
chr19	3084450	3084490	0.575
chr19	3084460	3084500	0.575
chr19	3084470	3084510	0.55
chr19	3084480	3084520	0.55
chr19	3084490	3084530	0.55
chr19	3084500	3084540	0.575
chr19	3084510	3084550	0.575
chr19	3084520	3084560	0.575
chr19	3084530	3084570	0.525
chr19	3084540	3084580	0.55
chr19	3084550	3084590	0.575
chr19	3084560	3084600	0.55
chr19	3084570	3084610	0.6
chr19	3084580	3084620	0.55
chr19	3084590	3084630	0.5
chr19	3084600	3084640	0.475
chr19	3084610	3084650	0.425
chr19	3084620	3084660	0.375
chr19	3084630	3084670	0.425
chr19	3084640	3084680	0.425
chr19	3084650	3084690	0.375
chr19	3084660	3084700	0.4
chr19	3084670	3084710	0.3
chr19	3084680	3084720	0.375
chr19	3084690	3084730	0.375
chr19	3084700	3084740	0.375
chr19	3084710	3084750	0.45
chr19	3084720	3084760	0.4
chr19	3084730	3084770	0.4
chr19	3084740	3084780	0.425
chr19	3084750	3084790	0.425
chr19	3084760	3084800	0.375
chr19	3084770	3084810	0.425
chr19	3084780	3084820	0.4
chr19	3084790	3084830	0.375
chr19	3084800	3084840	0.35
chr19	3084810	3084850	0.35
chr19	3084820	3084860	0.35
chr19	3084830	3084870	0.35
chr19	3084840	3084880	0.4
chr19	3084850	3084890	0.4
chr19	3084860	3084900	0.325
chr19	3084960	3085000	0.475
chr19	3084970	3085010	0.45
chr19	3084980	3085020	0.4
chr19	3084990	3085030	0.35
chr19	3085000	3085040	0.325
chr19	3085010	3085050	0.35
chr19	3085020	3085060	0.3
chr19	3085030	3085070	0.325
chr19	3085040	3085080	0.35
chr19	3085050	3085090	0.25
chr19	3085060	3085100	0.35
chr19	3085070	3085110	0.325
chr19	3085080	3085120	0.25
chr19	3085090	3085130	0.3
chr19	3085380	3085420	0.475
chr19	3085390	3085430	0.425
chr19	3085400	3085440	0.4
chr19	3085410	3085450	0.35
chr19	3085420	3085460	0.375
chr19	3085430	3085470	0.4
chr19	3085490	3085530	0.5
chr19	3085500	3085540	0.575
chr19	3085510	3085550	0.525
chr19	3085520	3085560	0.525
chr19	3085530	3085570	0.45
chr19	3085540	3085580	0.425
chr19	3085720	3085760	0.55
chr19	3085730	3085770	0.5
chr19	3085740	3085780	0.5
chr19	3085750	3085790	0.5
chr19	3085760	3085800	0.5
chr19	3085770	3085810	0.45
chr19	3085780	3085820	0.425
chr19	3085790	3085830	0.375
chr19	3085800	3085840	0.425
chr19	3085810	3085850	0.425
chr19	3085970	3086010	0.4
chr19	3085980	3086020	0.325
chr19	3085990	3086030	0.35
chr19	3086000	3086040	0.375
chr19	3086010	3086050	0.375
