chr19	3000001	2
chr19	3000002	2
chr19	3000003	2
chr19	3000004	2
chr19	3000005	2
chr19	3000006	2
chr19	3000007	2
chr19	3000008	4
chr19	3000009	4
chr19	3000010	4
chr19	3000011	4
chr19	3000012	4
chr19	3000013	4
chr19	3000014	4
chr19	3000015	4
chr19	3000016	4
chr19	3000017	4
chr19	3000018	4
chr19	3000019	4
chr19	3000020	4
chr19	3000021	4
chr19	3000022	4
chr19	3000023	4
chr19	3000024	4
chr19	3000025	4
chr19	3000026	4
chr19	3000027	4
chr19	3000028	4
chr19	3000029	4
chr19	3000030	4
chr19	3000031	4
chr19	3000032	4
chr19	3000033	4
chr19	3000034	4
chr19	3000035	4
chr19	3000036	4
chr19	3000037	4
chr19	3000038	4
chr19	3000039	4
chr19	3000040	4
chr19	3000011	4
chr19	3000012	4
chr19	3000013	4
chr19	3000014	4
chr19	3000015	4
chr19	3000016	4
chr19	3000017	4
chr19	3000018	4
chr19	3000019	4
chr19	3000020	4
chr19	3000021	4
chr19	3000022	4
chr19	3000023	4
chr19	3000024	4
chr19	3000025	4
chr19	3000026	4
chr19	3000027	4
chr19	3000028	4
chr19	3000029	4
chr19	3000030	4
chr19	3000031	4
chr19	3000032	4
chr19	3000033	4
chr19	3000034	4
chr19	3000035	4
chr19	3000036	4
chr19	3000037	4
chr19	3000038	4
chr19	3000039	4
chr19	3000040	4
chr19	3000041	4
chr19	3000042	4
chr19	3000043	4
chr19	3000044	4
chr19	3000045	4
chr19	3000046	4
chr19	3000047	4
chr19	3000048	4
chr19	3000049	4
chr19	3000050	4
chr19	3000021	4
chr19	3000022	4
chr19	3000023	4
chr19	3000024	4
chr19	3000025	4
chr19	3000026	4
chr19	3000027	4
chr19	3000028	4
chr19	3000029	4
chr19	3000030	4
chr19	3000031	4
chr19	3000032	4
chr19	3000033	4
chr19	3000034	4
chr19	3000035	4
chr19	3000036	4
chr19	3000037	4
chr19	3000038	4
chr19	3000039	4
chr19	3000040	4
chr19	3000041	4
chr19	3000042	4
chr19	3000043	4
chr19	3000044	4
chr19	3000045	4
chr19	3000046	4
chr19	3000047	4
chr19	3000048	4
chr19	3000049	4
chr19	3000050	4
chr19	3000051	4
chr19	3000052	4
chr19	3000053	4
chr19	3000054	4
chr19	3000055	4
chr19	3000056	4
chr19	3000057	4
chr19	3000058	4
chr19	3000059	4
chr19	3000060	4
chr19	3000031	4
chr19	3000032	4
chr19	3000033	4
chr19	3000034	4
chr19	3000035	4
chr19	3000036	4
chr19	3000037	4
chr19	3000038	4
chr19	3000039	4
chr19	3000040	4
chr19	3000041	4
chr19	3000042	4
chr19	3000043	4
chr19	3000044	4
chr19	3000045	4
chr19	3000046	4
chr19	3000047	4
chr19	3000048	4
chr19	3000049	4
chr19	3000050	4
chr19	3000051	4
chr19	3000052	4
chr19	3000053	4
chr19	3000054	4
chr19	3000055	4
chr19	3000056	4
chr19	3000057	4
chr19	3000058	4
chr19	3000059	4
chr19	3000060	4
chr19	3000061	4
chr19	3000062	4
chr19	3000063	4
