chr19	3000001	0.0
chr19	3000002	0.0
chr19	3000003	0.0
chr19	3000004	0.0
chr19	3000005	0.0
chr19	3000006	0.0
chr19	3000007	0.0
chr19	3000008	0.0
chr19	3000009	0.0
chr19	3000010	0.0
chr19	3000011	0.0
chr19	3000012	0.0
chr19	3000013	0.0
chr19	3000014	0.0
chr19	3000015	0.0
chr19	3000016	0.0
chr19	3000017	0.0
chr19	3000018	0.0
chr19	3000019	0.0
chr19	3000020	0.0
chr19	3000021	0.0
chr19	3000022	0.0
chr19	3000023	0.0
chr19	3000024	0.0
chr19	3000025	0.0
chr19	3000026	0.0
chr19	3000027	0.0
chr19	3000028	0.0
chr19	3000029	0.0
chr19	3000030	0.0
chr19	3000031	0.0
chr19	3000032	0.0
chr19	3000033	0.0
chr19	3000034	0.0
chr19	3000035	0.0
chr19	3000036	0.0
chr19	3000037	0.0
chr19	3000038	0.0
chr19	3000039	0.0
chr19	3000040	0.0
chr19	3000011	0.0
chr19	3000012	0.0
chr19	3000013	0.0
chr19	3000014	0.0
chr19	3000015	0.0
chr19	3000016	0.0
chr19	3000017	0.0
chr19	3000018	0.0
chr19	3000019	0.0
chr19	3000020	0.0
chr19	3000021	0.0
chr19	3000022	0.0
chr19	3000023	0.0
chr19	3000024	0.0
chr19	3000025	0.0
chr19	3000026	0.0
chr19	3000027	0.0
chr19	3000028	0.0
chr19	3000029	0.0
chr19	3000030	0.0
chr19	3000031	0.0
chr19	3000032	0.0
chr19	3000033	0.0
chr19	3000034	0.0
chr19	3000035	0.0
chr19	3000036	0.0
chr19	3000037	0.0
chr19	3000038	0.0
chr19	3000039	0.0
chr19	3000040	0.0
chr19	3000041	0.0
chr19	3000042	0.0
chr19	3000043	0.0
chr19	3000044	0.0
chr19	3000045	0.0
chr19	3000046	0.0
chr19	3000047	0.0
chr19	3000048	0.0
chr19	3000049	0.0
chr19	3000050	0.0
chr19	3000021	0.0
chr19	3000022	0.0
chr19	3000023	0.0
chr19	3000024	0.0
chr19	3000025	0.0
chr19	3000026	0.0
chr19	3000027	0.0
chr19	3000028	0.0
chr19	3000029	0.0
chr19	3000030	0.0
chr19	3000031	0.0
chr19	3000032	0.0
chr19	3000033	0.0
chr19	3000034	0.0
chr19	3000035	0.0
chr19	3000036	0.0
chr19	3000037	0.0
chr19	3000038	0.0
chr19	3000039	0.0
chr19	3000040	0.0
chr19	3000041	0.0
chr19	3000042	0.0
chr19	3000043	0.0
chr19	3000044	0.0
chr19	3000045	0.0
chr19	3000046	0.0
chr19	3000047	0.0
chr19	3000048	0.0
chr19	3000049	0.0
chr19	3000050	0.0
chr19	3000051	0.0
chr19	3000052	0.0
chr19	3000053	0.0
chr19	3000054	0.0
chr19	3000055	0.0
chr19	3000056	0.0
chr19	3000057	0.0
chr19	3000058	0.0
chr19	3000059	0.0
chr19	3000060	0.0
chr19	3000031	0.0
chr19	3000032	0.0
chr19	3000033	0.0
chr19	3000034	0.0
chr19	3000035	0.0
chr19	3000036	0.0
chr19	3000037	0.0
chr19	3000038	0.0
chr19	3000039	0.0
chr19	3000040	0.0
chr19	3000041	0.0
chr19	3000042	0.0
chr19	3000043	0.0
chr19	3000044	0.0
chr19	3000045	0.0
chr19	3000046	0.0
chr19	3000047	0.0
chr19	3000048	0.0
chr19	3000049	0.0
chr19	3000050	0.0
chr19	3000051	0.0
chr19	3000052	0.0
chr19	3000053	0.0
chr19	3000054	0.0
chr19	3000055	0.0
chr19	3000056	0.0
chr19	3000057	0.0
chr19	3000058	0.0
chr19	3000059	0.0
chr19	3000060	0.0
chr19	3000061	0.0
chr19	3000062	0.0
chr19	3000063	0.0
chr19	3000064	0.0
chr19	3000065	0.0
